# FEG Kuratowski Calculus Engine (FEG_prism)
# Author: Juan Pablo Silva Alvarado
# DOI: 10.5281/zenodo.18769707
# Framework: Fractal Entropic Geometrodynamics
# Provenance SHA-256: a4fee33737305b5eb78a16be2ff233bdce125bffa352127fcbcd997d018c05aa
# Commit: 2a5c0a1 (dirty)
# Timestamp: 2026-03-03T10:25:01Z
# N: 10000000  M: 20 (converged=true, min=8, max=20)  mode: in-memory
# epsilon: 0.01  tmax: 15  walkers: 2250000
# algorithm: forward-forward belly (children(u) ∩ parents(v))
# seed: 42
# M4 Combinatorial RG Flow (Q_topo in Alexandrov intervals)
volume,n_prisms,local_phase_sq,local_mass_sq,local_q,local_alpha
42422,771,5561,34271,0.162265,0.006456
1708,2,74,74,1.000000,0.039789
1116,5,36,188,0.191489,0.007619
8750,89,628,4113,0.152687,0.006075
1608,5,50,214,0.233645,0.009296
4004,25,203,977,0.207779,0.008267
319,1,25,25,1.000000,0.039789
6479,60,480,2618,0.183346,0.007295
47993,1037,8166,45915,0.177850,0.007076
34965,638,5203,31429,0.165548,0.006587
943,1,1,25,0.040000,0.001592
253,1,9,9,1.000000,0.039789
466,1,16,16,1.000000,0.039789
221,1,4,16,0.250000,0.009947
1829,6,28,260,0.107692,0.004285
8250,80,576,3275,0.175878,0.006998
343,1,0,16,0.000000,0.000000
10906,96,1566,3526,0.444129,0.017671
2158,8,73,329,0.221884,0.008829
66992,1470,11580,72699,0.159287,0.006338
20529,290,1749,13970,0.125197,0.004981
22099,354,2958,18513,0.159780,0.006357
38622,751,5052,34251,0.147499,0.005869
733,2,49,157,0.312102,0.012418
494,1,1,9,0.111111,0.004421
65003,1401,10975,64408,0.170398,0.006780
21,1,16,16,1.000000,0.039789
52666,1105,8527,50859,0.167660,0.006671
11238,138,1042,6214,0.167686,0.006672
412,1,1,9,0.111111,0.004421
792,3,10,114,0.087719,0.003490
1340,2,52,100,0.520000,0.020690
45739,875,6211,39396,0.157656,0.006273
137645,3383,25826,156263,0.165273,0.006576
10932,156,1259,6651,0.189295,0.007532
2369,5,50,170,0.294118,0.011703
12004,150,1162,8141,0.142734,0.005679
45436,634,5913,26209,0.225610,0.008977
35570,662,5322,33736,0.157754,0.006277
1222,4,134,274,0.489051,0.019459
8131,103,734,3988,0.184052,0.007323
3724,19,340,955,0.356021,0.014166
15110,214,1476,9409,0.156871,0.006242
48036,698,5903,29476,0.200265,0.007968
37858,702,5801,32829,0.176704,0.007031
1571,6,37,204,0.181373,0.007217
29118,424,4432,18128,0.244484,0.009728
4834,33,245,1222,0.200491,0.007977
11720,156,1353,6638,0.203826,0.008110
15958,205,3348,5361,0.624510,0.024848
88641,2012,15722,92745,0.169519,0.006745
623,2,8,32,0.250000,0.009947
131646,3117,25857,138814,0.186271,0.007411
20352,323,2327,14785,0.157389,0.006262
1000,4,10,105,0.095238,0.003789
97964,2193,17207,102675,0.167587,0.006668
7064,58,507,3147,0.161106,0.006410
14881,216,1583,9378,0.168799,0.006716
5867,45,360,1786,0.201568,0.008020
149658,3734,27968,170194,0.164330,0.006538
7618,34,534,770,0.693506,0.027594
15214,207,1563,9207,0.169762,0.006755
4935,40,310,1355,0.228782,0.009103
5086,37,229,1182,0.193739,0.007709
72093,1522,11284,70820,0.159334,0.006340
355,1,16,16,1.000000,0.039789
32481,592,4574,26229,0.174387,0.006939
33905,607,4440,26792,0.165721,0.006594
557,1,1,9,0.111111,0.004421
1637,3,17,121,0.140496,0.005590
22841,325,2499,15252,0.163847,0.006519
42580,798,5991,38077,0.157339,0.006260
11508,155,1188,6772,0.175428,0.006980
3582,26,306,1296,0.236111,0.009395
80254,1797,13668,83905,0.162899,0.006482
11548,157,1253,7537,0.166247,0.006615
15850,196,1382,10482,0.131845,0.005246
22889,408,3380,17512,0.193011,0.007680
1792,11,84,313,0.268371,0.010678
8216,56,659,2210,0.298190,0.011865
4863,43,228,1924,0.118503,0.004715
7803,70,599,3413,0.175505,0.006983
26665,300,4081,11095,0.367823,0.014635
33436,569,4455,26493,0.168158,0.006691
11284,92,1215,3463,0.350852,0.013960
26977,320,3189,12633,0.252434,0.010044
75607,1641,13257,76553,0.173174,0.006890
10121,128,907,5892,0.153938,0.006125
2608,13,175,318,0.550314,0.021896
48703,1004,7505,46953,0.159841,0.006360
1804,3,54,106,0.509434,0.020270
68516,1486,11011,69008,0.159561,0.006349
2550,11,83,521,0.159309,0.006339
146868,3528,27336,165798,0.164875,0.006560
3103,18,128,782,0.163683,0.006513
14052,180,1299,7995,0.162477,0.006465
8985,104,739,4313,0.171342,0.006817
122424,2497,23298,104964,0.221962,0.008832
11314,136,1172,6080,0.192763,0.007670
1015,2,18,34,0.529412,0.021065
2964,9,172,380,0.452632,0.018010
12974,171,1397,7025,0.198861,0.007912
2443,8,147,184,0.798913,0.031788
1922,7,80,289,0.276817,0.011014
18501,227,1832,9130,0.200657,0.007984
1801,2,5,185,0.027027,0.001075
4783,50,358,1937,0.184822,0.007354
