# FEG Kuratowski Calculus Engine (FEG_prism)
# Author: Juan Pablo Silva Alvarado
# DOI: 10.5281/zenodo.18769707
# Framework: Fractal Entropic Geometrodynamics
# Provenance SHA-256: a4fee33737305b5eb78a16be2ff233bdce125bffa352127fcbcd997d018c05aa
# Commit: 2a5c0a1 (dirty)
# Timestamp: 2026-03-03T10:25:01Z
# N: 10000000  M: 20 (converged=true, min=8, max=20)  mode: in-memory
# epsilon: 0.01  tmax: 15  walkers: 2250000
# algorithm: forward-forward belly (children(u) ∩ parents(v))
# seed: 42
# M4 Combinatorial RG Flow (Q_topo in Alexandrov intervals)
volume,n_prisms,local_phase_sq,local_mass_sq,local_q,local_alpha
67173,1221,13469,51002,0.264088,0.010508
18803,212,1703,8265,0.206050,0.008198
2411,7,32,304,0.105263,0.004188
2330,16,98,554,0.176895,0.007038
1365,3,30,129,0.232558,0.009253
3473,9,192,244,0.786885,0.031309
2410,12,59,500,0.118000,0.004695
27083,473,3408,21068,0.161762,0.006436
97254,2132,16264,98166,0.165679,0.006592
2563,8,103,342,0.301170,0.011983
1368,2,45,85,0.529412,0.021065
8499,96,650,4580,0.141921,0.005647
11475,148,938,6534,0.143557,0.005712
1808,6,87,195,0.446154,0.017752
23163,387,2760,16475,0.167527,0.006666
8758,101,829,4403,0.188281,0.007491
1303,4,12,84,0.142857,0.005684
6877,65,379,2908,0.130330,0.005186
31242,476,4373,19878,0.219992,0.008753
15088,197,1510,8642,0.174728,0.006952
3135,17,76,1011,0.075173,0.002991
1943,4,20,52,0.384615,0.015303
30038,531,4192,25929,0.161672,0.006433
1355,4,66,219,0.301370,0.011991
9106,102,659,3406,0.193482,0.007698
86605,1967,14639,94149,0.155488,0.006187
31880,375,3338,13595,0.245531,0.009769
51871,1112,7769,52662,0.147526,0.005870
625,1,1,9,0.111111,0.004421
7132,42,807,2099,0.384469,0.015298
47123,877,6678,40356,0.165477,0.006584
25856,421,3265,18684,0.174748,0.006953
12549,133,1196,6996,0.170955,0.006802
774,1,1,25,0.040000,0.001592
6845,62,351,2655,0.132203,0.005260
160113,3453,28049,154579,0.181454,0.007220
20505,267,1798,11576,0.155321,0.006180
1211,4,21,77,0.272727,0.010851
29845,561,3887,25791,0.150711,0.005997
35813,463,4510,20096,0.224423,0.008929
1358,6,44,241,0.182573,0.007264
1838,5,32,268,0.119403,0.004751
64191,1349,10110,61687,0.163892,0.006521
247,1,25,25,1.000000,0.039789
1705,5,15,231,0.064935,0.002584
104966,2527,20253,115975,0.174632,0.006948
41950,758,6170,38330,0.160971,0.006405
18608,246,1588,11013,0.144193,0.005737
812,3,26,114,0.228070,0.009075
1355,8,193,202,0.955446,0.038016
1144,4,105,138,0.760870,0.030274
4618,33,205,1827,0.112206,0.004465
18365,210,3406,6765,0.503474,0.020033
1804,3,1,164,0.006098,0.000243
5475,37,691,995,0.694472,0.027632
753,1,1,16,0.062500,0.002487
75254,1636,12512,71913,0.173988,0.006923
2147,12,75,341,0.219941,0.008751
25158,381,3205,17200,0.186337,0.007414
7137,58,433,2792,0.155086,0.006171
4879,49,251,2299,0.109178,0.004344
24194,403,3052,18056,0.169030,0.006725
22767,371,2721,16372,0.166198,0.006613
29430,510,4086,23283,0.175493,0.006983
12927,126,1558,4589,0.339508,0.013509
4201,30,246,1538,0.159948,0.006364
2130,9,49,163,0.300613,0.011961
303,1,4,100,0.040000,0.001592
20555,328,2317,16103,0.143886,0.005725
6956,64,548,2675,0.204860,0.008151
4702,40,315,1823,0.172792,0.006875
2785,18,100,587,0.170358,0.006778
49424,1010,7652,46504,0.164545,0.006547
667,1,16,36,0.444444,0.017684
1454,11,183,183,1.000000,0.039789
2390,7,44,104,0.423077,0.016834
16084,233,2040,11098,0.183817,0.007314
2144,6,38,286,0.132867,0.005287
71988,1471,11733,69621,0.168527,0.006705
13215,179,1458,7480,0.194920,0.007756
25849,445,3543,18757,0.188889,0.007516
7544,54,725,2537,0.285771,0.011370
1408,5,107,147,0.727891,0.028962
9369,86,761,3667,0.207527,0.008257
8412,77,737,3560,0.207022,0.008237
1171,3,3,113,0.026549,0.001056
3035,16,140,1052,0.133080,0.005295
83964,1837,13711,82608,0.165977,0.006604
18618,284,1977,13066,0.151309,0.006020
41575,701,6860,28258,0.242763,0.009659
42086,770,5621,37863,0.148456,0.005907
10434,128,1386,5992,0.231308,0.009203
53746,1119,7861,51526,0.152564,0.006070
15856,225,1701,9992,0.170236,0.006773
35518,700,5093,32032,0.158997,0.006326
38082,743,6213,33479,0.185579,0.007384
27275,518,4096,23877,0.171546,0.006826
52176,976,6905,45540,0.151625,0.006033
28747,529,4410,26330,0.167490,0.006664
48160,948,7538,44435,0.169641,0.006750
10155,127,733,5715,0.128259,0.005103
821,4,50,50,1.000000,0.039789
84600,1888,14397,84173,0.171041,0.006805
1159,4,27,180,0.150000,0.005968
99911,2328,17510,106709,0.164091,0.006529
53172,1034,8436,48778,0.172947,0.006881
69724,1508,11104,70598,0.157285,0.006258
553,2,10,18,0.555556,0.022105
119676,2950,21425,133218,0.160827,0.006399
660,1,25,25,1.000000,0.039789
3126,19,75,831,0.090253,0.003591
54040,1016,7612,43986,0.173055,0.006886
29616,495,3711,22115,0.167805,0.006677
6553,40,536,1375,0.389818,0.015510
11935,112,640,4570,0.140044,0.005572
4884,16,200,480,0.416667,0.016579
2420,17,126,798,0.157895,0.006282
69991,1265,12755,49901,0.255606,0.010170
724,1,9,9,1.000000,0.039789
1041,1,9,16,0.562500,0.022381
931,1,1,49,0.020408,0.000812
18930,189,2331,7262,0.320986,0.012772
2294,10,259,323,0.801858,0.031905
6895,56,568,2557,0.222135,0.008838
4955,15,333,533,0.624765,0.024859
14819,141,1364,6126,0.222658,0.008859
14146,212,1852,10223,0.181160,0.007208
1317,4,74,190,0.389474,0.015497
36326,638,4568,28089,0.162626,0.006471
756,2,4,32,0.125000,0.004974
3098,21,117,1243,0.094127,0.003745
9554,104,837,4042,0.207076,0.008239
2568,16,129,734,0.175749,0.006993
112799,2690,19223,122462,0.156971,0.006246
57346,1140,8841,52056,0.169836,0.006758
8723,78,444,3592,0.123608,0.004918
18968,268,2393,12022,0.199052,0.007920
1445,3,14,88,0.159091,0.006330
7032,72,612,3203,0.191071,0.007602
1977,8,63,246,0.256098,0.010190
1938,11,84,399,0.210526,0.008377
118513,2748,19504,125363,0.155580,0.006190
11452,81,946,3007,0.314599,0.012518
18587,200,1875,7530,0.249004,0.009908
15022,226,1836,10232,0.179437,0.007140
1055,1,9,25,0.360000,0.014324
6156,54,416,2341,0.177702,0.007071
452,1,1,25,0.040000,0.001592
915,1,9,36,0.250000,0.009947
2757,15,241,436,0.552752,0.021993
15782,174,1691,8066,0.209645,0.008342
42243,823,6069,38719,0.156745,0.006237
566,3,83,83,1.000000,0.039789
1891,9,39,306,0.127451,0.005071
16106,262,2034,12925,0.157369,0.006262
23680,230,3029,8973,0.337568,0.013431
6504,65,521,2730,0.190842,0.007593
29089,503,3807,23749,0.160301,0.006378
32119,578,4929,27933,0.176458,0.007021
50524,859,6779,39221,0.172841,0.006877
15567,244,1687,10520,0.160361,0.006381
26940,429,3227,21310,0.151431,0.006025
11306,136,1177,4885,0.240942,0.009587
1439,5,23,239,0.096234,0.003829
2809,17,125,417,0.299760,0.011927
74042,1626,12063,73146,0.164917,0.006562
9219,100,1567,3178,0.493077,0.019619
52612,1018,7540,47771,0.157836,0.006280
69,1,4,16,0.250000,0.009947
773,1,1,9,0.111111,0.004421
25580,455,3474,19697,0.176372,0.007018
1733,8,93,273,0.340659,0.013554
30942,549,4146,25625,0.161795,0.006438
1431,2,1,80,0.012500,0.000497
1863,4,41,117,0.350427,0.013943
178,1,9,9,1.000000,0.039789
4315,41,451,2383,0.189257,0.007530
4352,28,163,1466,0.111187,0.004424
967,3,41,41,1.000000,0.039789
7027,74,444,2987,0.148644,0.005914
38825,680,5015,30341,0.165288,0.006577
568,1,0,16,0.000000,0.000000
565,6,91,91,1.000000,0.039789
4323,32,208,1228,0.169381,0.006739
24794,355,2922,14483,0.201754,0.008028
8820,72,784,2361,0.332063,0.013212
2641,12,147,307,0.478827,0.019052
1588,4,83,175,0.474286,0.018871
70454,1563,11295,72510,0.155772,0.006198
3876,24,138,1438,0.095967,0.003818
5103,31,586,1287,0.455322,0.018117
128926,2958,23080,133308,0.173133,0.006889
18740,205,2302,8393,0.274276,0.010913
2137,9,156,369,0.422764,0.016821
10167,98,688,4453,0.154503,0.006147
141076,3499,26695,160835,0.165978,0.006604
24452,339,2963,13886,0.213380,0.008490
16226,258,1776,10664,0.166542,0.006626
18293,187,2710,7043,0.384779,0.015310
3520,23,158,1051,0.150333,0.005982
21449,338,2576,16076,0.160239,0.006376
6455,66,566,2581,0.219295,0.008725
24092,453,3172,18553,0.170970,0.006803
4931,44,395,1959,0.201633,0.008023
1038,3,21,89,0.235955,0.009388
18070,178,1997,7273,0.274577,0.010925
25725,345,3645,15469,0.235633,0.009376
3434,13,240,320,0.750000,0.029842
78455,1773,13035,83593,0.155934,0.006204
21883,248,2502,9616,0.260191,0.010353
1038,3,14,50,0.280000,0.011141
1293,6,29,157,0.184713,0.007350
9800,104,833,4291,0.194127,0.007724
775,1,36,64,0.562500,0.022381
508,2,34,34,1.000000,0.039789
2749,10,64,299,0.214047,0.008517
432,1,25,25,1.000000,0.039789
7843,95,650,4356,0.149219,0.005937
33722,632,4991,29029,0.171932,0.006841
501,2,34,34,1.000000,0.039789
56104,1090,7925,51455,0.154018,0.006128
1059,1,1,25,0.040000,0.001592
583,1,49,49,1.000000,0.039789
1237,3,75,83,0.903614,0.035954
320,1,9,9,1.000000,0.039789
488,1,9,9,1.000000,0.039789
988,2,10,106,0.094340,0.003754
3909,19,479,631,0.759113,0.030204
661,2,10,50,0.200000,0.007958
1656,6,43,340,0.126471,0.005032
15471,203,1739,8575,0.202799,0.008069
86727,1950,15288,88095,0.173540,0.006905
5891,51,354,2062,0.171678,0.006831
71433,1587,12785,73350,0.174301,0.006935
1222,1,64,64,1.000000,0.039789
21461,335,2340,15156,0.154394,0.006143
5115,22,273,537,0.508380,0.020228
43521,829,6297,37773,0.166706,0.006633
1046,4,6,130,0.046154,0.001836
501,2,1,65,0.015385,0.000612
58524,1265,9363,59099,0.158429,0.006304
695,1,1,25,0.040000,0.001592
25372,410,3424,19171,0.178603,0.007106
3033,17,270,784,0.344388,0.013703
881,2,18,45,0.400000,0.015915
978,1,1,49,0.020408,0.000812
43224,814,6153,37940,0.162177,0.006453
108454,2635,20157,123325,0.163446,0.006503
4019,29,190,1032,0.184109,0.007325
5831,29,579,1008,0.574405,0.022855
8393,87,753,4071,0.184967,0.007360
22623,321,3236,13712,0.235998,0.009390
12692,193,1621,10003,0.162051,0.006448
3186,16,114,665,0.171429,0.006821
6587,63,620,2706,0.229120,0.009116
30172,537,3974,26534,0.149770,0.005959
4375,27,272,1064,0.255639,0.010172
4265,31,228,1612,0.141439,0.005628
3720,25,278,1208,0.230132,0.009157
22829,364,2910,16951,0.171671,0.006831
989,4,83,83,1.000000,0.039789
4365,17,111,651,0.170507,0.006784
778,4,11,123,0.089431,0.003558
18635,316,2299,14011,0.164085,0.006529
16809,246,1710,10673,0.160217,0.006375
8679,68,1381,2326,0.593723,0.023623
2471,10,66,226,0.292035,0.011620
77734,1685,13171,74247,0.177394,0.007058
1735,9,42,273,0.153846,0.006121
19941,277,2111,11476,0.183949,0.007319
581,1,0,36,0.000000,0.000000
15361,232,1605,10216,0.157106,0.006251
1996,8,109,205,0.531707,0.021156
50847,1010,7784,45746,0.170157,0.006770
20303,304,2169,13556,0.160003,0.006366
9316,100,637,4897,0.130080,0.005176
40180,795,5999,35064,0.171087,0.006807
38022,698,4312,31489,0.136937,0.005449
3106,14,94,598,0.157191,0.006254
25891,356,2568,15169,0.169293,0.006736
70436,1202,10709,49144,0.217911,0.008670
22477,230,3177,7710,0.412062,0.016395
32305,591,4508,27490,0.163987,0.006525
14672,161,1152,7809,0.147522,0.005870
33620,632,4597,29204,0.157410,0.006263
72112,1568,11945,68412,0.174604,0.006947
1277,4,61,236,0.258475,0.010284
724,3,8,88,0.090909,0.003617
7717,82,563,3702,0.152080,0.006051
24558,364,2482,16952,0.146413,0.005826
13623,193,1339,8644,0.154905,0.006163
2750,19,235,1061,0.221489,0.008813
2274,11,77,372,0.206989,0.008236
357,1,1,64,0.015625,0.000622
85556,1912,14568,89774,0.162274,0.006457
8800,91,1053,4481,0.234992,0.009350
9185,82,750,3906,0.192012,0.007640
10740,124,810,4880,0.165984,0.006604
3058,22,187,934,0.200214,0.007966
1588,9,189,248,0.762097,0.030323
5658,22,470,719,0.653686,0.026009
44707,897,6919,41761,0.165681,0.006592
37733,690,4922,31899,0.154300,0.006139
21197,186,2125,6001,0.354108,0.014089
77146,1731,12992,82049,0.158344,0.006300
17611,248,1766,11228,0.157285,0.006258
79606,1672,12352,75793,0.162970,0.006484
1853,8,37,533,0.069418,0.002762
5219,46,306,1854,0.165049,0.006567
8000,40,634,1260,0.503175,0.020021
354,1,9,9,1.000000,0.039789
8954,97,1402,3501,0.400457,0.015934
79859,1824,13270,82688,0.160483,0.006385
4718,37,404,1839,0.219685,0.008741
1152,5,14,59,0.237288,0.009441
8037,98,748,4838,0.154609,0.006152
6107,59,519,2670,0.194382,0.007734
1062,3,19,94,0.202128,0.008042
3109,17,362,610,0.593443,0.023612
3218,31,250,1097,0.227894,0.009068
23138,318,3800,11862,0.320351,0.012746
3038,12,60,528,0.113636,0.004521
5466,41,449,1534,0.292699,0.011646
914,2,26,90,0.288889,0.011495
3313,14,158,761,0.207622,0.008261
2932,12,100,377,0.265252,0.010554
24576,330,3075,13745,0.223718,0.008901
4432,28,129,979,0.131767,0.005243
17154,215,1875,8839,0.212128,0.008440
14351,179,1192,9031,0.131990,0.005252
8473,75,519,3068,0.169166,0.006731
4330,28,140,1063,0.131703,0.005240
5422,23,392,561,0.698752,0.027802
3671,16,180,740,0.243243,0.009678
30990,371,3482,15558,0.223808,0.008905
7817,58,946,2223,0.425551,0.016932
4396,21,288,634,0.454259,0.018074
30786,440,3562,18504,0.192499,0.007659
11259,152,1013,7352,0.137786,0.005482
815,2,25,41,0.609756,0.024261
50815,1031,7123,46367,0.153622,0.006112
12326,130,1067,5772,0.184858,0.007355
3036,17,115,686,0.167638,0.006670
11312,126,970,4050,0.239506,0.009530
2155,3,46,98,0.469388,0.018676
154438,3468,29301,147059,0.199247,0.007928
9863,118,619,4351,0.142266,0.005661
2933,21,125,863,0.144844,0.005763
304,1,16,16,1.000000,0.039789
78340,1651,12759,79075,0.161353,0.006420
802,1,1,9,0.111111,0.004421
29039,402,3333,17116,0.194730,0.007748
18391,277,2128,12872,0.165320,0.006578
6695,55,484,2907,0.166495,0.006625
13551,191,1243,8385,0.148241,0.005898
11385,100,1037,4919,0.210815,0.008388
55351,1124,8332,49015,0.169989,0.006764
2747,14,363,492,0.737805,0.029356
107751,2294,19019,101680,0.187048,0.007442
704,1,16,25,0.640000,0.025465
2754,4,116,124,0.935484,0.037222
14743,199,1470,9401,0.156366,0.006222
66439,1429,10234,65721,0.155719,0.006196
28930,457,3285,20015,0.164127,0.006530
7089,59,681,2128,0.320019,0.012733
34710,608,4601,28321,0.162459,0.006464
14493,196,1505,8803,0.170964,0.006802
1363,6,19,182,0.104396,0.004154
1485,1,9,9,1.000000,0.039789
12092,161,965,7153,0.134908,0.005368
6480,61,623,3096,0.201227,0.008007
18472,280,2164,13371,0.161843,0.006440
2370,10,82,411,0.199513,0.007938
142859,3427,26745,159263,0.167930,0.006682
4970,35,679,1442,0.470874,0.018735
96675,2274,16964,103484,0.163929,0.006523
1066,3,8,132,0.060606,0.002411
2095,5,84,84,1.000000,0.039789
471,1,1,25,0.040000,0.001592
2327,10,30,250,0.120000,0.004775
66953,1064,15550,43850,0.354618,0.014110
17141,235,1877,10032,0.187101,0.007445
528,2,50,274,0.182482,0.007261
21008,313,2508,14988,0.167334,0.006658
9761,68,1059,2797,0.378620,0.015065
41709,834,6017,38585,0.155941,0.006205
4990,36,191,1714,0.111435,0.004434
17162,249,1952,12069,0.161737,0.006435
90617,2128,15607,94788,0.164652,0.006551
24825,406,3232,18692,0.172908,0.006880
577,1,0,16,0.000000,0.000000
2524,17,332,648,0.512346,0.020386
6554,45,566,1581,0.358001,0.014244
4850,44,287,1542,0.186122,0.007406
27400,425,3777,18589,0.203185,0.008084
21926,226,2114,8569,0.246703,0.009816
46723,774,6582,34518,0.190683,0.007587
1381,4,71,134,0.529851,0.021082
5993,47,306,2387,0.128194,0.005101
44447,726,5726,30167,0.189810,0.007552
1323,3,13,88,0.147727,0.005878
38946,733,5635,33138,0.170046,0.006766
5694,42,331,1539,0.215075,0.008558
47054,959,7783,44487,0.174950,0.006961
3461,10,227,380,0.597368,0.023769
2764,12,111,323,0.343653,0.013674
19800,345,2512,14922,0.168342,0.006698
44973,808,6744,34759,0.194022,0.007720
27483,463,3666,20375,0.179926,0.007159
26683,450,3398,20493,0.165813,0.006597
31935,572,5040,28437,0.177234,0.007052
5978,61,395,2751,0.143584,0.005713
1165,4,92,132,0.696970,0.027732
11611,144,1554,5885,0.264061,0.010507
18505,220,1753,8870,0.197632,0.007864
582,2,8,32,0.250000,0.009947
1490,5,50,150,0.333333,0.013263
67584,1467,11087,69520,0.159479,0.006345
3378,32,244,1265,0.192885,0.007675
5792,32,511,1241,0.411765,0.016384
2242,7,71,116,0.612069,0.024353
59468,1214,9009,59230,0.152102,0.006052
2581,17,100,1022,0.097847,0.003893
62351,1281,10254,57471,0.178420,0.007099
167267,4002,31510,181028,0.174061,0.006926
21612,286,2252,12347,0.182392,0.007257
55789,855,9583,33100,0.289517,0.011520
10375,126,1112,6013,0.184933,0.007358
3360,12,120,340,0.352941,0.014043
6245,64,302,2509,0.120367,0.004789
128624,3024,23700,137777,0.172017,0.006844
2533,19,142,699,0.203147,0.008083
4310,25,428,1215,0.352263,0.014016
13937,160,1522,6575,0.231483,0.009210
707,2,5,149,0.033557,0.001335
4347,27,385,700,0.550000,0.021884
1098,3,33,201,0.164179,0.006532
8420,82,621,3947,0.157335,0.006260
14192,107,1559,4031,0.386753,0.015388
97530,2192,16251,99767,0.162890,0.006481
1563,6,92,221,0.416290,0.016564
750,2,45,200,0.225000,0.008952
13325,168,1328,7425,0.178855,0.007116
24465,371,3111,16643,0.186925,0.007438
4628,38,239,1252,0.190895,0.007595
8492,85,632,3929,0.160855,0.006400
5803,52,229,2265,0.101104,0.004023
2949,15,149,947,0.157339,0.006260
121730,2957,22633,138702,0.163177,0.006493
2703,9,171,229,0.746725,0.029711
39460,752,6169,34748,0.177535,0.007064
1389,5,142,205,0.692683,0.027561
29875,395,3181,16741,0.190013,0.007560
19757,335,2327,13643,0.170564,0.006787
52051,1101,7547,48650,0.155128,0.006172
1429,4,21,329,0.063830,0.002540
107412,2518,18014,119297,0.151001,0.006008
1716,3,13,101,0.128713,0.005121
14254,187,1401,10184,0.137569,0.005474
10704,89,938,2827,0.331800,0.013202
13577,162,1099,7471,0.147102,0.005853
19766,332,2441,13806,0.176807,0.007035
6026,53,194,2276,0.085237,0.003391
608,2,25,25,1.000000,0.039789
71970,1434,11243,63128,0.178098,0.007086
3551,24,92,786,0.117048,0.004657
5084,38,286,1864,0.153433,0.006105
3057,9,122,381,0.320210,0.012741
3102,18,128,878,0.145786,0.005801
1806,3,37,81,0.456790,0.018175
9032,77,611,3079,0.198441,0.007896
7234,68,472,2950,0.160000,0.006366
2191,8,45,256,0.175781,0.006994
29920,514,3967,23929,0.165782,0.006596
11563,147,988,7559,0.130705,0.005201
4157,31,598,748,0.799465,0.031810
23134,337,3171,16574,0.191324,0.007613
98743,2254,16817,104057,0.161613,0.006430
804,1,16,121,0.132231,0.005261
734,1,9,100,0.090000,0.003581
22333,328,2964,13664,0.216920,0.008631
9316,97,961,4476,0.214701,0.008543
13748,198,1403,9776,0.143515,0.005710
24656,377,3947,18064,0.218501,0.008694
853,1,1,9,0.111111,0.004421
12863,177,1756,8027,0.218762,0.008704
6594,62,434,3174,0.136736,0.005441
8962,96,711,4427,0.160605,0.006390
130216,3056,23412,138174,0.169439,0.006742
17521,157,2027,6065,0.334213,0.013298
6704,61,484,2730,0.177289,0.007054
30051,451,3925,19253,0.203864,0.008112
40694,770,5658,36321,0.155778,0.006198
1385,1,64,144,0.444444,0.017684
54668,1163,8325,53062,0.156892,0.006243
57389,1100,8654,52982,0.163338,0.006499
23924,431,3236,19893,0.162670,0.006472
22070,352,2839,17561,0.161665,0.006432
1772,9,52,491,0.105906,0.004214
24753,420,2885,19834,0.145457,0.005788
16035,215,1438,9048,0.158930,0.006324
20125,321,2435,14298,0.170304,0.006776
64539,1391,9962,64694,0.153986,0.006127
8694,93,661,4259,0.155201,0.006175
857,1,1,25,0.040000,0.001592
123740,2878,22222,129142,0.172074,0.006847
131769,3215,23867,146709,0.162683,0.006473
14289,206,1614,9726,0.165947,0.006603
31360,539,4019,24528,0.163854,0.006520
8605,86,802,3726,0.215244,0.008564
1970,5,35,99,0.353535,0.014067
2902,21,216,921,0.234528,0.009332
168055,4302,30328,197648,0.153445,0.006105
6940,60,362,2712,0.133481,0.005311
85181,1991,14888,88821,0.167618,0.006669
6775,74,673,2841,0.236888,0.009425
9934,116,658,4780,0.137657,0.005477
84633,1451,13755,61713,0.222887,0.008868
754,1,4,100,0.040000,0.001592
189,1,16,16,1.000000,0.039789
51350,1030,8364,48840,0.171253,0.006814
1720,6,98,98,1.000000,0.039789
1430,2,29,65,0.446154,0.017752
1386,6,120,127,0.944882,0.037596
11723,109,1025,4032,0.254216,0.010115
4849,47,285,1897,0.150237,0.005978
3074,15,89,670,0.132836,0.005285
57367,1147,9078,52031,0.174473,0.006942
2100,3,70,98,0.714286,0.028421
87181,1951,14767,90966,0.162335,0.006459
1411,4,6,86,0.069767,0.002776
3673,17,133,642,0.207165,0.008243
11901,160,1112,7235,0.153697,0.006115
2198,13,176,572,0.307692,0.012243
1378,6,65,232,0.280172,0.011148
188383,4791,37634,217801,0.172791,0.006875
1213,3,66,66,1.000000,0.039789
1650,10,55,384,0.143229,0.005699
753,2,52,52,1.000000,0.039789
2372,6,67,155,0.432258,0.017199
1333,6,131,179,0.731844,0.029119
1392,1,36,36,1.000000,0.039789
56501,1131,8431,51996,0.162147,0.006452
17994,283,2005,12357,0.162256,0.006456
28154,483,3439,21994,0.156361,0.006221
3174,21,81,891,0.090909,0.003617
6397,50,551,1944,0.283436,0.011278
28664,483,4139,24755,0.167199,0.006653
1216,1,36,36,1.000000,0.039789
85388,1921,14748,87229,0.169072,0.006727
10176,56,690,2666,0.258815,0.010298
1420,1,16,64,0.250000,0.009947
18010,302,2171,13356,0.162549,0.006468
6650,71,533,3376,0.157879,0.006282
776,1,25,25,1.000000,0.039789
3032,23,187,941,0.198725,0.007907
1813,5,82,242,0.338843,0.013482
1276,6,7,147,0.047619,0.001895
11676,146,1059,6572,0.161138,0.006411
2865,10,53,588,0.090136,0.003586
1880,9,98,150,0.653333,0.025995
103134,2395,18053,111813,0.161457,0.006424
269,1,4,16,0.250000,0.009947
11908,151,1334,6175,0.216032,0.008596
81436,1857,14973,83398,0.179537,0.007144
2523,15,266,765,0.347712,0.013835
91356,1862,15345,82297,0.186459,0.007419
10807,121,713,4316,0.165199,0.006573
17068,160,1231,7161,0.171903,0.006840
795,2,50,58,0.862069,0.034301
11669,158,1191,7796,0.152771,0.006079
35361,553,3874,24898,0.155595,0.006191
2210,7,29,146,0.198630,0.007903
3699,16,276,512,0.539062,0.021449
27396,345,3550,14148,0.250919,0.009984
19551,313,2382,12819,0.185818,0.007393
6651,51,400,2725,0.146789,0.005841
5044,46,412,1831,0.225014,0.008953
2125,8,109,193,0.564767,0.022471
24899,314,4007,11180,0.358408,0.014261
105370,2516,19225,116746,0.164674,0.006552
981,1,0,16,0.000000,0.000000
1361,4,33,93,0.354839,0.014119
37874,647,5066,30945,0.163710,0.006514
17501,226,1772,10909,0.162435,0.006463
70902,1385,11210,62920,0.178163,0.007089
28835,372,4591,15069,0.304665,0.012122
20677,267,2362,12010,0.196669,0.007825
41423,755,6637,34027,0.195051,0.007761
1187,3,40,144,0.277778,0.011052
5260,48,375,2445,0.153374,0.006103
1591,6,52,251,0.207171,0.008243
6238,51,370,1920,0.192708,0.007668
3971,31,210,1730,0.121387,0.004830
498,2,26,106,0.245283,0.009760
8988,51,676,1526,0.442988,0.017626
1442,4,21,93,0.225806,0.008985
1058,3,1,90,0.011111,0.000442
2912,16,182,910,0.200000,0.007958
18774,278,2155,12444,0.173176,0.006890
1789,6,16,395,0.040506,0.001612
573,1,25,49,0.510204,0.020300
2418,7,188,188,1.000000,0.039789
1990,6,34,118,0.288136,0.011465
14743,206,1540,9610,0.160250,0.006376
63117,1219,9222,57609,0.160079,0.006369
22394,247,2761,9121,0.302708,0.012044
31582,580,4298,26763,0.160595,0.006390
23014,377,3143,17871,0.175872,0.006998
136111,3069,26329,138458,0.190159,0.007566
84454,1911,15425,86000,0.179360,0.007137
3907,29,227,1400,0.162143,0.006451
28706,410,3430,18219,0.188265,0.007491
10025,114,901,5212,0.172870,0.006878
1468,1,16,36,0.444444,0.017684
4587,17,320,893,0.358343,0.014258
7215,65,578,2329,0.248175,0.009875
66670,1388,10615,60502,0.175449,0.006981
1726,4,84,104,0.807692,0.032137
1524,3,107,158,0.677215,0.026946
3794,22,152,801,0.189763,0.007550
118741,2512,23468,102884,0.228102,0.009076
328,1,16,16,1.000000,0.039789
1340,2,20,80,0.250000,0.009947
6973,73,439,3186,0.137790,0.005483
15530,220,1506,10186,0.147850,0.005883
15484,214,1357,9314,0.145695,0.005797
25624,305,3365,11945,0.281708,0.011209
66072,1385,11094,58583,0.189372,0.007535
24739,387,2964,17026,0.174087,0.006927
10292,139,986,5920,0.166554,0.006627
30201,489,3906,22632,0.172587,0.006867
826,6,25,365,0.068493,0.002725
710,1,9,9,1.000000,0.039789
59051,1067,8628,45356,0.190228,0.007569
989,7,15,267,0.056180,0.002235
3110,16,139,1256,0.110669,0.004403
461,2,29,89,0.325843,0.012965
43073,652,6347,26612,0.238501,0.009490
2457,11,154,665,0.231579,0.009214
38175,669,5016,32088,0.156320,0.006220
96083,2205,16772,103296,0.162368,0.006460
62596,1325,10375,61923,0.167547,0.006666
618,1,36,49,0.734694,0.029233
4813,41,193,1877,0.102824,0.004091
208,1,4,16,0.250000,0.009947
16449,223,1516,9571,0.158395,0.006302
2382,14,113,480,0.235417,0.009367
23981,409,3446,18474,0.186532,0.007422
12673,171,1142,8293,0.137706,0.005479
759,2,18,18,1.000000,0.039789
417,4,98,98,1.000000,0.039789
156033,3702,30982,160145,0.193462,0.007698
2479,6,25,305,0.081967,0.003261
2347,5,52,128,0.406250,0.016164
391,3,43,43,1.000000,0.039789
10364,132,1088,6350,0.171339,0.006817
99698,2150,17165,97344,0.176333,0.007016
86019,1971,15244,96121,0.158592,0.006310
44698,665,6511,27242,0.239006,0.009510
63668,1365,9393,62942,0.149233,0.005938
1226,3,9,77,0.116883,0.004651
5120,27,494,649,0.761171,0.030286
37478,612,4433,28433,0.155910,0.006203
9968,132,879,6297,0.139590,0.005554
21199,251,2133,10146,0.210231,0.008365
9211,67,844,2961,0.285039,0.011341
25936,419,3335,17438,0.191249,0.007610
75632,1711,13469,78527,0.171521,0.006825
658,2,5,58,0.086207,0.003430
38038,537,4502,22694,0.198378,0.007893
1509,3,40,308,0.129870,0.005167
24237,378,3644,16447,0.221560,0.008816
5287,43,407,1673,0.243276,0.009680
45936,903,7487,41868,0.178824,0.007115
555,2,9,73,0.123288,0.004905
23670,301,2274,14390,0.158026,0.006288
22239,382,3084,18200,0.169451,0.006742
